link,content,place,date,time,in advance,cover,image
https://www.instagram.com/hongdaeff/p/CggzyC9F9dv/,Summer Day Fever @FF2022/08/05 (fri) 7:30pm - Time Table - 7:30 - #리마인더스 @_rem1nders_ 8:10 - #비컨 @beacon_band 8:50 - #메리헤이데이 @merry_hey_day 9:10 - #어텐션24 @attention247 9:50 - #스윗가솔린 @sweetgasoline_official - Punk Rock - Cover : 20000 won #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽 #punk #punkrock,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.08.05,19:30,,0,images/hongdaeff/hongdaeff_940.jpg
https://www.instagram.com/hongdaeff/p/CghImjMpHdc/,Black Hole Sun @FF 2022/08/13 (sat)  7pm #김바다 @bada71 #줄리아드림 @juliadream_official @juliadream_guitar #브로큰발렌타인 @brokenvalentine_official #아톰뮤직하트 @atom_music_heart - 순서 추후 공개 - <Psychedelic/Grunge/Garage/Hard Rock>Cover : 30000 won (Only Door)#클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.08.13,19:00,,30000,images/hongdaeff/hongdaeff_942.jpg
https://www.instagram.com/hongdaeff/p/Cgg8EgqFtV7/,Psychosocial @FF 2022/08/06 (sat)  6pm #해머링 @band_hammering #두억시니 @duoxini_official #로우하이로우 @band_lowhighlow #알포나인틴 @r4nineteen #티어드랍 @band.teardrop #세이트 @bandceight_official <Metal/Core/Garage/Hardrock>- 순서 추후 공개 - Cover : 25000 won (Only Door) #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽 #metal #metalcore,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.08.06,18:00,,25000,images/hongdaeff/hongdaeff_943.jpg
https://www.instagram.com/hongdaeff/p/CgvSBFUlSDP/,Happy Thursday @FF 2022/08/04 (thu) 8pm 공연순서 희야나비언덕다이퍼스헤이마 Cover : 20000 won (Only Door) #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.08.04,20:00,,20000,images/hongdaeff/hongdaeff_944.jpg
https://www.instagram.com/hongdaeff/p/CgHV7gmIUZc/,No.1 Indie Experience@@FF 2022/07/23 (sat) 9pm - 공연순서 - #콘트라젤리 @kontrajelly #모스크바서핑클럽 @mosuclofficial <INDIE ROCK> Cover : 20000 won (Only Door) #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub  h#인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.07.23,21:00,,20000,images/hongdaeff/hongdaeff_945.jpg
https://www.instagram.com/hongdaeff/p/CgHWK2joPRm/,Thunder @FF 2022/07/19 (Fri) 9pm -공연순서- #바투 @band_batu #투지 @2zband_official Cover : 25000 won #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub  h#인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.07.19,21:00,,0,images/hongdaeff/hongdaeff_946.jpg
https://www.instagram.com/hongdaeff/p/CgHVBzdIGGw/,Fresh Thursday @FF 2022/07/21 (Thu) 8pm 다빈치파파더캅굿우즈머티리얼파운즈Cover : 20000 won (Only Door)#클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.07.21,20:00,,20000,images/hongdaeff/hongdaeff_947.jpg
https://www.instagram.com/hongdaeff/p/Cftp-_QIJjA/,R U Mine ? @FF 2022/07/16 (sat) 6pm - 공연순서 -#오리엔탈쇼커스 @orientalshowcus_official #이글루베이 @igloobay_official #투데이올드스니커즈 @2dayoldsneakers #뷰렛 @moonhey1 #오아 @oah_official #더바이퍼스 @band_the_vipers Rock /Indie /Aternative / Garage Cover : 30000 won #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인j디밴j드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.07.16,18:00,,0,images/hongdaeff/hongdaeff_948.jpg
https://www.instagram.com/hongdaeff/p/Cfv9Rh1IPGm/,*** 7/15 금요일 공연시작 시간을  밤9시로 변경되었습니나.  착오 없으시길 바랍니나. (8시 아니에요) ***Someday @FF2022/07/15 (fri) 9pm  시작!공연순서 #올드잉글리쉬쉽독 @band_old_english_sheep_dog #홀린 @band_hlin_official 8#화노 @hwa_nho - Indie / Alternative Rock - Cover : 20000 won #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴j드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.07.15,21:00,,0,images/hongdaeff/hongdaeff_951.jpg
https://www.instagram.com/hongdaeff/p/CgRPx3Wlw-_/,"maybe @FF 2022/07/30 (sat) 6pm #극동아시아타이거즈 @far_east_asian_tigers #바닐레어 @vanillare #라이엇키즈 @riotkidz_official #오오오 @band_o.o.o #벤치위레오 @benchweleo #원오프 @oneoff__official (리플렉스 기타,드럼의 새로운 밴드!)<Pop Punk / Emo / Indie Rock> - 순서 추후 공개 - Cover : 30000 won (Only Door)#클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽","서교동 407-8 B1, Seoul, Korea ClubFF",2022.07.30,18:00,,30000,images/hongdaeff/hongdaeff_954.jpg
https://www.instagram.com/hongdaeff/p/Cf6iaEoIEEV/,Thirsty Thursday @FF 2022/07/14 (thu) 8pm 퍼지퍼그 희야달보러가자이종희 Cover :20000 won #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub  h#인j디밴j드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.07.14,20:00,,0,images/hongdaeff/hongdaeff_955.jpg
https://www.instagram.com/hongdaeff/p/CgRK-0hlLDy/,- 이날 공연하기로 한 모스크바 서핑클럽이 건강상의 이유로 못하게 되서 대신 강거루가 함께 합니다.  양해 부탁드려요 부🙏 - No.1 Indie Experience@@FF 2022/07/23 (sat) 9pm - 공연순서 - #콘트라젤리 @kontrajelly #강거루 @kangaro__o <INDIE ROCK> Cover : 20000 won (Only Door) #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub  h#인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.07.23,21:00,,20000,images/hongdaeff/hongdaeff_956.jpg
https://www.instagram.com/hongdaeff/p/CfrC9hJlUUh/,**** 이번주 일요일날 공연하기로 한 the FSM 이 멤버의 건강문제로 공연을 못하게 되서 대신  강거루가 함께합니다. ****Cosmic Dancer @FF 2022/07/10 (Sun) 5pm 공연순서 #무릉도원 @band_mrdw #펜텐 @bandpenten #강거루 @kangaro__o #서정 @seojeong_official <Pop/Rock>Cover : 25000 won (only Door) #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴j드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.07.10,17:00,,25000,images/hongdaeff/hongdaeff_957.jpg
https://www.instagram.com/hongdaeff/p/Cfa94UALYl7/,***7/2 공연 예정이었던 맥거핀이 건강문제로 못하게 되서 대신 의리의 밴드! 이글루베이가 함께합니다. ***Watermelon Sugar @FF 2022/07/02 (sat)  6pm **공연순서**#오버드라이브필로소피 @bandoverphil #호아 @band_#셔츠보이프랭크 @shirtsboyfrank #이글루베이 @igloobay_official #로우하이로우 @band_lowhighlow #맥거핀 @mgff_official #허드 @we_are_herd <Indie Rock> Cover : 30000 (Only Door) #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.07.02,18:00,,30000,images/hongdaeff/hongdaeff_959.jpg
https://www.instagram.com/hongdaeff/p/Cfa-X0-Lgsn/,Everytime @FF 2022/07/03 (sun) 5pm - 공연순서 - #오붓 @5but.official #이븐이프 @band_evenif #레드씨 @redcofficial #프랭클리 @band_frankly_band <Indie Pop/Rock> Cover : 25000 (Only Door)#클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.07.03,17:00,,25000,images/hongdaeff/hongdaeff_960.jpg
https://www.instagram.com/hongdaeff/p/CfginrKI0RY/,Cosmic Dancer @FF 2022/07/10 (Sun) 5pm 공연순서 #무릉도원 @band_mrdw #펜텐 @bandpenten #thefsm @bandthefsm (#송용진 @studiopirate ) #서정 @seojeong_official <Pop/Rock>Cover : 25000 won (only Door) #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴j드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.07.10,17:00,,25000,images/hongdaeff/hongdaeff_964.jpg
https://www.instagram.com/hongdaeff/p/CfgiDXvogNf/,Something In The Way @FF 2022/07/08 (fri) 7:30pm 공연순서 #앤드오어 @band_andor #앤든 @band_andn #투지 @2zband_official #티치 @bandtiech_official <Indie Pop/ Rock> #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴j드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.07.08,19:30,,25000,images/hongdaeff/hongdaeff_966.jpg
https://www.instagram.com/hongdaeff/p/CftnqkGIfG6/,Highway To Hell @FF 2022/07/09 (sat) 8pm - 공연 순서 - #신스네이크 @synsnakeofficial #워킹애프터유 @walkingafteru #해리빅버튼 @harrybigbutton <Hard Rock/ Emo / Metal / Core>Cover : 20000 (Only Door) #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.07.09,20:00,,20000,images/hongdaeff/hongdaeff_967.jpg
https://www.instagram.com/hongdaeff/p/Cfa-LCeLojG/,Punk Show @FF2022/07/01 (fri) 7:30pm- 공연순서 - #쌍방울라이더스 @the_58w___r #반말 @vanmal.band #위닝샷 @winningshot_kr #럼킥스 @rumkicks #데디오레디오 @daddyoradio_official <Punk Rock>Cover : 20000 won (Only Door) #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.07.01,19:30,,20000,images/hongdaeff/hongdaeff_968.jpg
https://www.instagram.com/hongdaeff/p/CfQglvzlg2w/,Highway To Hell @FF 2022/07/09 (sat) 8pm #해리빅버튼 @harrybigbutton #워킹애프터유 @walkingafteru #신스네이크 @synsnakeofficial <Hard Rock/ Emo / Metal / Core>- 순서 추후  공개 - Cover : 20000 (Only Door) #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.07.09,20:00,,20000,images/hongdaeff/hongdaeff_969.jpg
https://www.instagram.com/hongdaeff/p/CfOiQVBl2_C/,Punk Show @FF2022/07/01 (fri) 7:30pm#럼킥스 @rumkicks #데디오레디오 @daddyoradio_official #위닝샷 @winningshot_kr #반말 @vanmal.band #쌍방울라이더스 @the_58w___r <Punk Rock>-순서 추후 공개-Cover : 20000 won (Only Door) #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.07.01,19:30,,20000,images/hongdaeff/hongdaeff_971.jpg
https://www.instagram.com/hongdaeff/p/CfJqWvoJ2hB/,Strawberry Fields Forever @FF 2022/06/26 (sun) 5pm #지소쿠리 @jisokury #서정 @seojeong_official #뉴링크 @newlink_here #로우행잉프루츠 @lhfruits <Indie/Pop/Rock> Cover : 25000 won (Only Door) #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.06.26,17:00,,25000,images/hongdaeff/hongdaeff_972.jpg
https://www.instagram.com/hongdaeff/p/CfWHptMFXdO/,Thoughtful Thursday @FF 2022/06/30 (thu)  8pm Live Bands파스로퀄트 한가자유로강거루 Cover : 20000 won #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.06.30,20:00,,0,images/hongdaeff/hongdaeff_974.jpg
https://www.instagram.com/hongdaeff/p/CfJonC2pww3/,Acting Like That @FF 2022/06/24 (fri) 7:30pm - 공연순서 - #업스타 @band_upstar_official #하우캔아이 @official_howcani #오버드라이브필로소피 @bandoverphil #다양성 @official_dayangsung <Indie/Alternative/Rock> Cover : 25000 (Only Door) #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.06.24,19:30,,25000,images/hongdaeff/hongdaeff_975.jpg
https://www.instagram.com/hongdaeff/p/CfGK_ktlnsx/,Watermelon Sugar @FF 2022/07/02 (sat)  6pm#허드 @we_are_herd #맥거핀 @mgff_official #호아 @band_hoa #로우하이로우 @band_lowhighlow #셔츠보이프랭크 @shirtsboyfrank #오버드라이브필로소피 @bandoverphil <Indie Rock> -순서 추후 공개- Cover : 30000 (Only Door) #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.07.02,18:00,,30000,images/hongdaeff/hongdaeff_977.jpg
https://www.instagram.com/hongdaeff/p/CfTnukkluPp/,Everytime @FF 2022/07/03 (sun) 5pm #이븐이프 @band_evenif #프랭클리 @band_frankly_band #오붓 @5but.official #레드씨 @redcofficial <Indie Pop/Rock> - 순서 추후 공개 - Cover : 25000 (Only Door)#클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.07.03,17:00,,25000,images/hongdaeff/hongdaeff_978.jpg
https://www.instagram.com/hongdaeff/p/CfEWnuDFnNK/,Thursday Vibes @FF 2022/06/23 (Thu)  7:30pm Live Bands #빅직 @big.jeeq #빈스프라우트 @band_beansprout #보이후드 @funny_hyun #남동현 #렘피스트 @band_rempest Cover : 20000 won (Only Door)#클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.06.23,19:30,,20000,images/hongdaeff/hongdaeff_981.jpg
https://www.instagram.com/hongdaeff/p/Ce06xP5lsYK/,"- 6월18일 공연 예정이었던 <불고기디스코> 는 멤버의 갑작스러운 다리부상, 그리고 내한공연 예정이었던 프랑스밴드인 <Bandit Bandit> 두명의 멤버가 코로나 확진으로 한국행 비행기 탑승에 실패 해서 이 두팀이 갑작스럽게 빠지게 되서  고민끝에  시작시간을 저녁7시로 변동하고 <아톰뮤직하트> 가  추가 되었습니다.  양해부탁드립니다..프렌치 밴드가 빠져서 컨셉도 바꿔야 되서 포스터를 다시 만들었고요.  진짜 한국의 실력파 락밴드 4팀이 모인 만큼 더욱더 알차고 뜨겁게 만들어보겠습니다!  많은 응원과 관심 그리고 참여 부탁드립니다! No.1  K-ROCK Experience @FF 2022/06/18 (sat) 7pm ! < Time Table >7-7:40pm  #아톰뮤직하트 @atom_music_heart 7:50 - 8:30pm  #에이치얼랏 @bandhalot 8:40 - 9:20pm #김바다 @bada71 9:30-10:15pm #아시안체어샷 @asianchairshot <Absolute Rock> Cover : 30000 won (Only Door)#클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽 #krock","서교동 407-8 B1, Seoul, Korea ClubFF",2022.06.18,19:00,,30000,images/hongdaeff/hongdaeff_984.jpg
https://www.instagram.com/hongdaeff/p/Ce5-EIilJze/,Acting Like That @FF 2022/06/24 (fri) 7:30pm #다양성 @official_dayangsung #업스타 @band_upstar_official #하우캔아이 @official_howcani #오버드라이브필로소피 @bandoverphil <Indie/Alternative/Rock> - 순서 추후 공개 - Cover : 25000 (Only Door) #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.06.24,19:30,,25000,images/hongdaeff/hongdaeff_985.jpg
https://www.instagram.com/hongdaeff/p/Ce5-kUWlxQ4/,Strawberry Fields Forever @FF 2022/06/26 (sun) 5pm #서정 @seojeong_official #뉴링크 @newlink_here #지소쿠리 @jisokury #로우행잉프루츠 @lhfruits <Indie/Pop/Rock> - 순서추후공개 - Cover : 25000 won (Only Door) #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.06.26,17:00,,25000,images/hongdaeff/hongdaeff_986.jpg
https://www.instagram.com/hongdaeff/p/CenpYBgFH9u/,Chocolate @FF 2022/06/12 (Sun) 5pm - 공연순서 - #앤든 @band_andn #펜티엄키즈 @pentiumkids #우물 @oo_mool #벤치위레오 @benchweleo <Indie Pop/Rock> - 공연이 끝난뒤인  8pm 부터는 Indie Night 파티가 이어집니다. - #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.06.12,17:00,,25000,images/hongdaeff/hongdaeff_987.jpg
https://www.instagram.com/hongdaeff/p/CeakPyJl-E1/,- 이날 한팀이 더 추가 되서 공연시작 시간을  6:15pm 으로 변동됩니다- Jumping Jack Flash @FF 2022/06/11 (sat) 6:15pm-공연 타임 테이블- 6:15-6:50pm #앤포어스 @anfous__ 7:00-7:35pm #앤드오어 @band_andor 7:45-8:20pm#틸더 @band_tilde 8:30pm - 9:10pm#이글루베이 @igloobay_official 9:20pm - 10:10pm#차세대 @newtape6 <Indie Pop/ Rock> Cover : 30000 won (Only Door) #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.06.11,18:15,,30000,images/hongdaeff/hongdaeff_989.jpg
https://www.instagram.com/hongdaeff/p/CeiLkKxFrjS/,Starlight @FF 2022/06/17 (금)  7:30pm #울 @band_wul #티치 @bandtiech_official #홀린 @band_hlin_official #키아로 @chiaroband <Indie/Alternative/Garage/Rock N Roll>- 순서 추후 공개 - Cover : 25000 won (Only Door) #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.06.17,19:30,,25000,images/hongdaeff/hongdaeff_990.jpg
https://www.instagram.com/hongdaeff/p/Cedu0IUFt4j/,Thirsty Thursday @FF 2022/06/09 (thu) 7:30pm #퍼지퍼그 @fuzzypug_rock #일월 @bandilwoel #라날로그 @band_lanalogue #한가 @band.hanga Cover : 20000 (Only Door) #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.06.09,19:30,,20000,images/hongdaeff/hongdaeff_992.jpg
https://www.instagram.com/hongdaeff/p/Cenks-GlZtP/,Happy Togethder @FF - 공연 순서 - 2022/06/10 (fri)  7:30pm #프랭클리 @band_frankly_band #오아 @oah_official #안녕바다 @band_byebyesea #양반들 @yangbansmusic <Indie Pop/Rock> Cover : 30000 won (Only Door) #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockdj #rockclub #rocknroll #liveclub #밴드공연 #인디공연 #홍대인디 #홍대공연 #홍대맛집 #음악맛집 #클공 #클럽공연 #홍대클럽,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.06.10,19:30,,30000,images/hongdaeff/hongdaeff_993.jpg
https://www.instagram.com/hongdaeff/p/Cea5JiJFCWd/,French Connection @FF2022/06/18 (sat) 6pm #banditbandit (from France)@banditbanditband #김바다 @bada71 @badakimfans #아시안체어샷 @asianchairshot #에이치얼랏 @bandhalot #불고기디스코 @bulgogidisco <Rock/Indie/Alternative>- 순서 추후 공개- Cover : 30000 won (Only Door) 프랑스 문화원 초청으로 한국에서 온 프랑스 인디락 밴드  Bandit Bandit 이 클럽FF 와 함께 합니다! 프랑스 내에서도 인지도가 제법있는 팀이고 라이브 실력이 엄청나더군요.. 음악도 아주 느낌 좋구요!  그래서  이에 뒤질세라~ 우리 대한민국 인디락을 대표하는 최고의 실력파 밴드 4팀을 엄선해서  붙여볼까 합니다! 이 바닥에서 다들 10년 이상 공연하며  엄청난 내공과 에너지가 가득한 <불고기디스코> <에이치얼랏> <김바다> <아시안체어샷> 4팀이 이날 [프렌치 커넥션] 공연을 빛내줄 예정이니 많은 관심 부탁드립니다.~ #클럽ff #엪엪 #clubff #hongdae #라이브클럽 #락클럽 #rockband #seoulclub #인디밴드 #indieclub #rockclub #liveclub #밴드공연 #인디공연 #홍대공연 #홍대맛집 #음악맛집 #홍대클럽 #프랑스 #france #french #교환학생 #외국인학생 #internationalstudents #exchangestudent,"서교동 407-8 B1, Seoul, Korea ClubFF",2022.06.18,18:00,,30000,images/hongdaeff/hongdaeff_998.jpg
